student_id,department,cgpa,project_score,dsa_score,hackathon_wins,aptitude_score,hr_score,resume_ats_score,cs_fundamentals_score,placement_status,company_name,company_type,job_role,salary_lpa
12501560,CSE/IT,7.27,71.15,61.27,1,45.22,61.63,60.64,51.37,Placed,Cybage,Mass,Support,5.15
12503914,CSE/IT,7.69,74.82,61.86,1,44.44,55.48,44.02,46.26,Placed,Sopra Steria,Mass,Analyst,4.4
12502422,CSE/IT,8.21,47.3,56.61,2,67.91,39.8,46.32,78.49,Placed,DXC Technology,Mass,Analyst,7.34
12500651,CSE/IT,7.43,64.89,68.4,0,45.88,58.44,44.91,51.86,Placed,Sopra Steria,Mass,Analyst,5.57
12503015,CSE/IT,7.54,72.49,62.46,1,38.43,57.94,50.73,51.3,Placed,TCS,Mass,Analyst,8.49
12503790,CSE/IT,7.19,47.38,60.83,5,74.62,67.91,59.14,73.17,Placed,Reliance Jio,Mass,Analyst,4.97
12500403,CSE/IT,7.11,54.97,81.65,0,62.12,33.46,41.31,45.41,Placed,HCL,Mass,Analyst,6.49
12502180,CSE/IT,7.65,65.43,57.24,4,57.91,48.05,55.63,58.83,Placed,Tech Mahindra,Mass,Support,5.47
12502185,CSE/IT,8.13,52.54,67.41,0,46.5,55.72,49.4,52.68,Placed,HCL,Mass,Support,5.71
12500756,CSE/IT,7.35,53.58,67.85,1,46.48,49.63,64.44,62.73,Placed,Wipro,Mass,Analyst,5.51
12502969,CSE/IT,7.79,38.28,69.18,0,54.99,47.38,38.43,85.72,Placed,Birlasoft,Mass,Support,9.01
12502788,CSE/IT,7.44,54.39,63.77,0,49.74,61.63,55.72,68.05,Placed,Reliance Jio,Mass,Support,8.38
12501613,CSE/IT,7.73,39.44,71.62,0,60.7,68.61,70.69,47.26,Placed,Sopra Steria,Mass,Analyst,4.78
12503142,ECE,8.37,61.05,70.15,1,48.05,46.87,56.96,55.72,Placed,Zensar,Mass,Analyst,5.96
12502047,CSE/IT,6.89,72.5,70.27,0,57.84,37.56,59.13,37.61,Placed,CGI,Mass,Analyst,8.57
12502758,CSE/IT,7.37,46.11,79.52,0,52.2,72.59,45.24,48.38,Placed,Tech Mahindra,Mass,Support,7.11
12501548,ECE,7.79,62.84,91.0,0,54.92,36.75,40.74,28.95,Placed,DXC Technology,Mass,Analyst,7.0
12501403,ECE,8.91,39.87,80.28,2,48.12,41.37,56.51,54.8,Placed,Tech Mahindra,Mass,Analyst,3.48
12502146,CSE/IT,8.39,50.4,53.89,0,59.12,54.12,57.55,67.05,Placed,DXC Technology,Mass,Analyst,7.82
12502625,CSE/IT,7.57,49.45,55.55,0,78.65,58.61,78.64,57.82,Placed,Birlasoft,Mass,Analyst,9.26
12502749,CSE/IT,7.36,55.12,71.74,0,45.19,49.9,61.19,52.93,Placed,Reliance Jio,Mass,Analyst,6.43
12501892,CSE/IT,8.15,56.7,57.64,4,65.12,59.1,49.29,53.7,Placed,TCS,Mass,Support,8.09
12502145,CSE/IT,8.31,54.39,59.63,0,68.37,49.54,42.72,53.96,Placed,Reliance Jio,Mass,Analyst,7.57
12500296,CSE/IT,7.39,52.54,71.23,1,63.1,54.73,37.97,59.47,Placed,Sopra Steria,Mass,Support,4.06
12502279,CSE/IT,7.31,39.43,72.36,0,76.22,56.23,57.16,58.43,Placed,Zensar,Mass,Analyst,5.03
12502051,CSE/IT,7.67,60.02,44.04,0,58.61,51.71,64.76,88.68,Placed,Zensar,Mass,Analyst,3.77
12503664,CSE/IT,7.63,49.67,64.03,1,60.91,64.96,51.82,62.77,Placed,Sopra Steria,Mass,Analyst,4.19
12503009,CSE/IT,7.84,57.31,59.95,0,62.32,51.21,40.33,65.24,Placed,TCS,Mass,Support,5.08
12502033,CSE/IT,8.62,52.57,51.3,1,51.82,66.9,60.99,60.48,Placed,Zensar,Mass,Analyst,7.93
12502622,CSE/IT,8.02,43.0,60.76,0,39.68,48.47,54.16,89.14,Placed,DXC Technology,Mass,Analyst,7.69
12503402,CSE/IT,8.02,63.71,62.43,0,67.75,55.84,43.54,36.56,Placed,Infosys,Mass,Analyst,6.34
12501061,CSE/IT,8.8,56.73,67.67,0,62.28,27.15,27.95,38.76,Placed,Tech Mahindra,Mass,Support,6.69
12500588,CSE/IT,7.75,32.56,81.74,0,49.86,50.55,39.31,66.96,Placed,CGI,Mass,Analyst,5.51
12501426,CSE/IT,7.33,56.39,73.7,0,42.09,62.32,57.38,46.41,Placed,Cybage,Mass,Analyst,8.16
12501924,CSE/IT,7.98,45.18,64.76,1,63.36,34.65,52.77,66.63,Placed,DXC Technology,Mass,Support,6.84
12501453,CSE/IT,7.55,56.15,61.22,0,78.38,53.4,38.49,61.22,Placed,Zensar,Mass,Analyst,5.61
12501696,CSE/IT,7.5,50.48,69.4,0,51.47,53.09,33.9,73.82,Placed,TCS,Mass,Support,6.91
12502393,ECE,8.89,55.57,65.83,0,49.37,61.63,51.07,57.05,Placed,CGI,Mass,Analyst,6.68
12503316,CSE/IT,8.42,45.46,54.69,0,53.01,33.29,55.9,82.87,Placed,Birlasoft,Mass,Support,5.3
12501229,CSE/IT,8.05,58.08,68.27,0,46.97,67.68,35.28,46.24,Placed,Wipro,Mass,Analyst,6.64
12500258,CSE/IT,7.71,39.75,65.79,2,86.11,64.73,35.5,66.39,Placed,Sopra Steria,Mass,Support,4.76
12502594,CSE/IT,7.88,55.56,62.42,0,60.52,42.39,31.09,70.76,Placed,Tech Mahindra,Mass,Analyst,4.59
12502206,CSE/IT,8.45,70.29,58.27,5,51.89,51.12,26.26,46.69,Placed,Zensar,Mass,Analyst,9.24
12500945,ECE,8.17,51.19,81.24,0,67.82,49.95,29.43,53.21,Placed,Cybage,Mass,Analyst,4.15
12503362,CSE/IT,7.07,64.6,72.29,1,48.34,31.88,58.13,47.52,Placed,HCL,Mass,Analyst,8.08
12500075,CSE/IT,7.45,30.43,81.63,0,53.45,55.29,33.73,77.59,Placed,Reliance Jio,Mass,Support,5.77
12503525,CSE/IT,7.82,54.71,63.41,0,73.64,53.98,50.15,45.75,Placed,HCL,Mass,Support,3.54
12502743,CSE/IT,7.28,64.84,60.33,4,58.02,75.17,45.1,57.15,Placed,Sopra Steria,Mass,Support,9.66
12503592,CSE/IT,7.84,44.77,69.41,1,43.78,57.67,37.56,74.78,Placed,Zensar,Mass,Support,3.81
12500237,CSE/IT,7.95,38.74,68.99,1,72.87,26.09,43.21,70.16,Placed,Wipro,Mass,Support,5.46
12501076,ECE,7.86,70.99,71.53,3,55.12,60.56,44.31,45.81,Placed,Birlasoft,Mass,Analyst,9.11
12500233,ECE,7.74,75.05,63.4,0,50.11,53.3,58.89,57.21,Placed,Reliance Jio,Mass,Analyst,9.49
12502416,CSE/IT,7.29,28.06,85.58,1,49.32,45.99,51.15,70.51,Placed,Cybage,Mass,Support,9.18
12501454,ECE,8.15,76.4,52.89,0,67.61,46.54,47.01,66.97,Placed,Tech Mahindra,Mass,Analyst,6.67
12503381,ECE,8.06,70.34,64.24,1,62.74,46.06,46.57,56.34,Placed,Wipro,Mass,Analyst,5.7
12500138,ECE,8.58,55.24,74.87,0,61.64,52.62,46.62,41.33,Placed,Birlasoft,Mass,Support,8.71
12501132,CSE/IT,7.86,53.11,60.21,0,54.7,51.95,61.65,59.5,Placed,CGI,Mass,Support,3.95
12502781,ECE,7.98,58.53,73.14,0,48.56,59.73,51.26,58.82,Placed,Reliance Jio,Mass,Analyst,9.55
12500239,CSE/IT,7.71,33.1,70.38,1,82.67,39.84,43.69,70.43,Placed,HCL,Mass,Support,6.43
12501026,CSE/IT,7.32,58.42,65.87,1,46.62,58.2,54.2,59.85,Placed,HCL,Mass,Analyst,5.18
12502931,CSE/IT,7.74,68.54,61.39,1,50.68,59.25,34.62,52.21,Placed,Sopra Steria,Mass,Support,7.71
12502152,CSE/IT,7.23,77.05,53.19,0,53.41,40.77,50.34,64.61,Placed,Zensar,Mass,Support,7.28
12502914,CSE/IT,9.03,39.63,66.89,0,39.75,22.62,56.23,57.96,Placed,Sopra Steria,Mass,Analyst,9.92
12501303,ECE,9.01,58.8,64.01,2,61.22,48.93,32.41,59.18,Placed,Infosys,Mass,Support,5.24
12501255,CSE/IT,7.25,46.96,71.18,2,58.78,70.98,42.79,63.03,Placed,Reliance Jio,Mass,Analyst,5.66
12502448,CSE/IT,7.53,59.43,61.26,0,47.91,57.02,73.61,49.13,Placed,DXC Technology,Mass,Support,9.99
12501461,ECE,7.88,48.51,74.49,2,85.05,55.48,35.43,61.57,Placed,TCS,Mass,Support,6.79
12503021,CSE/IT,7.91,67.64,74.42,0,49.44,36.82,41.41,21.63,Placed,Tech Mahindra,Mass,Support,3.9
12502008,CSE/IT,7.05,61.5,64.57,1,76.71,34.54,81.05,33.83,Placed,HCL,Mass,Support,9.68
12503587,CSE/IT,7.45,61.57,64.9,0,60.94,38.57,55.55,48.33,Placed,Birlasoft,Mass,Analyst,10.0
12502785,CSE/IT,8.25,52.48,57.93,0,47.71,50.59,57.84,61.63,Placed,DXC Technology,Mass,Support,8.67
12502005,CSE/IT,7.43,62.23,66.69,0,50.82,46.51,43.56,55.43,Placed,CGI,Mass,Analyst,7.05
12503818,CSE/IT,7.74,67.64,50.04,1,61.51,70.71,80.71,36.99,Placed,CGI,Mass,Support,9.97
12500487,CSE/IT,7.46,56.43,49.81,0,46.9,71.61,63.12,84.65,Placed,Cybage,Mass,Support,6.07
12503435,CSE/IT,7.83,57.06,58.44,0,51.98,48.23,58.63,60.79,Placed,Sopra Steria,Mass,Support,7.84
12501878,CSE/IT,8.05,38.23,74.67,3,56.32,49.43,56.92,46.22,Placed,Tech Mahindra,Mass,Support,10.0
12503769,CSE/IT,8.06,45.76,58.1,0,66.67,50.6,40.7,75.36,Placed,Cybage,Mass,Analyst,9.19
12500982,CSE/IT,7.74,55.68,68.29,0,40.16,60.05,34.93,61.94,Placed,Reliance Jio,Mass,Analyst,8.78
12501510,CSE/IT,7.06,55.78,71.46,0,54.65,48.41,47.1,58.59,Placed,TCS,Mass,Analyst,7.37
12501306,CSE/IT,7.85,61.66,59.08,1,39.22,61.67,53.54,58.15,Placed,Birlasoft,Mass,Analyst,5.17
12502345,CSE/IT,7.69,40.51,76.55,0,39.95,45.0,24.89,81.04,Placed,TCS,Mass,Support,3.82
12503643,CSE/IT,6.96,57.94,71.58,0,48.0,51.18,51.18,58.07,Placed,DXC Technology,Mass,Support,4.98
12502913,ECE,8.47,40.54,74.0,0,66.77,68.98,37.71,65.01,Placed,Sopra Steria,Mass,Support,6.36
12501382,CSE/IT,7.17,64.75,61.75,0,54.63,39.52,46.12,66.68,Placed,Reliance Jio,Mass,Analyst,8.98
12503038,ECE,7.76,57.05,74.14,0,74.67,45.71,44.57,53.72,Placed,HCL,Mass,Support,5.46
12501553,CSE/IT,7.66,48.23,62.36,0,52.19,53.58,54.23,71.13,Placed,CGI,Mass,Support,4.83
12500721,ECE,7.88,68.23,60.04,2,79.06,37.95,44.96,64.08,Placed,Reliance Jio,Mass,Analyst,5.69
12502077,CSE/IT,7.01,54.31,73.8,0,47.38,54.39,68.93,44.69,Placed,Tech Mahindra,Mass,Support,7.37
12503448,CSE/IT,7.4,54.75,66.74,1,58.61,36.84,63.59,51.79,Placed,Infosys,Mass,Support,9.37
12502588,CSE/IT,8.01,51.36,66.18,2,50.03,49.11,46.99,55.17,Placed,Infosys,Mass,Support,9.77
12503425,CSE/IT,7.34,67.23,61.29,1,53.59,34.97,55.19,54.72,Placed,CGI,Mass,Support,5.1
12502825,CSE/IT,7.78,56.29,62.91,0,62.72,48.18,55.24,46.75,Placed,TCS,Mass,Support,4.87
12503060,CSE/IT,6.71,59.19,67.4,1,55.5,56.99,54.82,62.06,Placed,HCL,Mass,Analyst,6.38
12500478,CSE/IT,7.54,62.94,60.65,1,55.23,54.41,72.59,38.56,Placed,Sopra Steria,Mass,Analyst,7.79
12500221,CSE/IT,7.73,51.91,70.0,0,56.16,46.37,20.77,66.65,Placed,HCL,Mass,Support,7.07
12503576,CSE/IT,7.28,52.77,70.44,0,50.98,71.07,52.19,50.37,Placed,Infosys,Mass,Support,7.35
12500949,CSE/IT,7.07,45.67,69.5,2,60.63,60.63,61.51,60.81,Placed,TCS,Mass,Support,3.1
12503855,ECE,8.28,62.29,56.3,1,80.17,40.58,71.67,51.72,Placed,Cybage,Mass,Support,9.96
12503343,CSE/IT,7.97,58.63,65.31,0,63.44,40.67,41.37,43.06,Placed,HCL,Mass,Support,3.7
12502882,CSE/IT,6.05,68.49,73.49,1,45.32,61.34,50.5,57.81,Placed,Zensar,Mass,Support,8.83
12501809,CSE/IT,7.14,65.62,72.74,4,33.34,65.08,51.94,41.04,Placed,HCL,Mass,Support,6.6
12503837,CSE/IT,7.35,54.65,76.33,0,50.08,36.78,53.86,42.24,Placed,HCL,Mass,Support,8.23
12501772,CSE/IT,7.79,26.04,82.28,1,52.16,55.71,54.75,55.88,Placed,CGI,Mass,Analyst,8.72
12502940,CSE/IT,7.59,47.1,74.9,1,53.53,48.48,44.09,51.55,Placed,Infosys,Mass,Support,4.67
12501001,CSE/IT,7.85,35.81,78.08,0,49.45,45.73,54.39,52.76,Placed,Cybage,Mass,Analyst,5.55
12501215,CSE/IT,7.21,52.55,67.45,3,46.24,62.67,38.64,73.72,Placed,Tech Mahindra,Mass,Support,9.87
12501447,CSE/IT,7.52,53.49,64.26,0,56.02,51.61,47.35,62.48,Placed,Sopra Steria,Mass,Analyst,3.05
12500812,CSE/IT,7.5,33.24,85.43,1,51.88,36.73,30.48,66.21,Placed,Reliance Jio,Mass,Support,5.4
12500764,CSE/IT,7.83,47.55,67.67,0,54.03,72.25,31.36,61.05,Placed,HCL,Mass,Support,9.29
12502131,CSE/IT,7.96,41.63,73.03,1,64.92,52.45,27.02,57.16,Placed,Zensar,Mass,Analyst,8.99
12502023,CSE/IT,6.95,34.17,83.79,0,40.23,64.36,71.71,53.98,Placed,DXC Technology,Mass,Analyst,4.22
12502644,CSE/IT,7.02,53.78,68.52,1,61.85,74.09,67.18,40.23,Placed,Sopra Steria,Mass,Analyst,7.94
12503361,CSE/IT,7.46,59.82,72.5,2,27.41,38.86,41.69,60.53,Placed,HCL,Mass,Analyst,7.65
12501830,CSE/IT,7.65,49.23,54.31,0,69.91,54.81,76.15,58.95,Placed,HCL,Mass,Analyst,4.26
12502257,CSE/IT,7.54,48.82,66.96,2,63.8,32.72,43.87,65.68,Placed,Infosys,Mass,Analyst,3.39
12500455,CSE/IT,7.48,52.13,61.87,1,77.31,47.65,51.49,54.46,Placed,Zensar,Mass,Analyst,9.32
12502444,CSE/IT,7.9,49.62,53.16,0,55.45,51.09,75.73,65.03,Placed,DXC Technology,Mass,Analyst,6.81
12501094,ECE,8.15,65.67,64.99,0,42.56,57.39,71.4,46.65,Placed,Wipro,Mass,Support,8.32
12501713,CSE/IT,7.76,43.63,60.68,1,74.65,27.05,55.24,69.92,Placed,Birlasoft,Mass,Support,5.66
12503966,CSE/IT,7.86,65.27,59.63,1,67.72,53.89,39.23,39.99,Placed,Reliance Jio,Mass,Analyst,5.58
12500084,CSE/IT,8.4,34.68,62.18,0,66.49,48.64,28.35,80.43,Placed,Tech Mahindra,Mass,Analyst,8.73
12501186,CSE/IT,6.77,70.35,60.11,0,50.08,62.66,49.45,61.26,Placed,Reliance Jio,Mass,Support,5.67
12503550,CSE/IT,7.23,48.02,72.32,0,56.74,72.25,39.67,56.58,Placed,CGI,Mass,Support,9.61
12502139,ECE,7.8,55.46,65.02,1,67.3,56.44,65.24,60.48,Placed,Reliance Jio,Mass,Support,6.89
12503801,CSE/IT,7.57,55.92,59.14,2,64.07,55.07,53.76,56.48,Placed,HCL,Mass,Analyst,5.68
12503565,CSE/IT,7.19,51.42,73.85,1,26.05,39.69,44.09,76.68,Placed,Wipro,Mass,Analyst,7.32
12500840,CSE/IT,7.84,52.32,62.33,0,57.06,45.69,53.93,55.46,Placed,Birlasoft,Mass,Support,8.68
12500936,CSE/IT,7.4,48.55,59.83,0,73.98,74.87,61.46,53.16,Placed,TCS,Mass,Support,6.73
12503963,ECE,6.73,65.75,78.1,0,34.63,56.69,63.42,64.03,Placed,Reliance Jio,Mass,Support,7.88
12503139,ECE,7.23,66.67,77.01,0,52.07,45.61,56.18,48.61,Placed,Birlasoft,Mass,Analyst,5.05
12500184,CSE/IT,7.33,65.97,61.65,0,61.31,37.31,35.04,60.24,Placed,Zensar,Mass,Analyst,7.61
12503971,CSE/IT,7.48,61.29,64.99,0,63.18,51.05,43.42,44.76,Placed,Wipro,Mass,Support,3.29
12500429,CSE/IT,7.25,77.09,48.72,1,49.65,46.49,63.01,59.82,Placed,HCL,Mass,Support,6.72
12500259,CSE/IT,7.0,72.4,52.83,0,57.67,33.57,72.87,57.06,Placed,Birlasoft,Mass,Analyst,9.54
12502471,CSE/IT,7.31,59.8,70.0,0,58.01,42.45,61.57,34.01,Placed,Cybage,Mass,Support,3.29
12501420,CSE/IT,7.72,64.46,52.89,0,69.13,48.45,28.05,68.16,Placed,Tech Mahindra,Mass,Support,5.8
12500644,CSE/IT,7.42,48.93,83.71,2,52.85,31.45,23.89,49.23,Placed,Tech Mahindra,Mass,Analyst,8.97
12501689,CSE/IT,7.9,53.39,66.54,4,60.29,47.42,26.44,57.04,Placed,Infosys,Mass,Support,7.65
12500694,CSE/IT,9.05,51.18,51.35,1,70.92,40.83,28.85,58.96,Placed,Zensar,Mass,Analyst,5.73
12501042,CSE/IT,6.88,70.81,62.21,1,67.95,48.66,72.73,28.85,Placed,HCL,Mass,Support,7.7
12501968,CSE/IT,6.81,37.69,79.88,0,79.35,69.19,22.62,63.64,Placed,Tech Mahindra,Mass,Analyst,5.84
12503059,CSE/IT,7.34,55.38,54.91,0,64.84,43.81,62.22,69.95,Placed,CGI,Mass,Analyst,7.69
12501773,CSE/IT,7.93,46.18,60.51,0,59.31,44.69,42.14,73.22,Placed,DXC Technology,Mass,Support,5.37
12502302,CSE/IT,7.02,54.12,76.06,0,57.34,39.49,45.46,48.7,Placed,HCL,Mass,Support,3.46
12502865,CSE/IT,6.9,57.37,69.31,0,68.03,55.91,63.52,37.45,Placed,Wipro,Mass,Analyst,6.6
12501741,ECE,8.6,60.75,65.04,1,52.15,66.44,39.69,52.68,Placed,DXC Technology,Mass,Analyst,6.71
12502946,ECE,7.86,47.83,78.63,2,70.67,54.94,54.19,43.98,Placed,CGI,Mass,Support,8.43
12503859,CSE/IT,7.3,67.03,69.37,0,56.54,27.6,42.96,41.12,Placed,TCS,Mass,Support,5.37
12501684,CSE/IT,6.27,47.12,77.03,0,62.21,50.82,52.16,66.1,Placed,Wipro,Mass,Support,4.91
12502256,CSE/IT,7.63,64.37,54.18,0,68.83,35.51,43.98,60.49,Placed,Reliance Jio,Mass,Analyst,6.85
12501888,CSE/IT,7.98,44.16,67.32,0,56.85,39.31,50.35,56.55,Placed,Reliance Jio,Mass,Analyst,5.61
12502390,CSE/IT,7.81,36.32,78.83,0,50.12,55.68,35.69,55.25,Placed,TCS,Mass,Support,3.53
12502761,CSE/IT,7.64,40.69,75.02,0,48.3,47.49,38.66,63.31,Placed,TCS,Mass,Support,8.06
12503262,CSE/IT,7.61,72.87,61.22,0,58.93,27.33,44.09,38.69,Placed,HCL,Mass,Support,8.03
12500170,ECE,8.94,70.51,51.61,0,62.3,24.5,43.88,61.62,Placed,Sopra Steria,Mass,Analyst,3.5
12502490,ECE,7.77,47.22,60.88,3,55.72,56.53,83.63,77.16,Placed,Birlasoft,Mass,Analyst,5.01
12502435,CSE/IT,7.12,56.45,65.09,0,68.68,60.91,46.21,50.76,Placed,Tech Mahindra,Mass,Support,5.61
12500378,ECE,8.33,59.1,72.13,0,49.21,44.79,52.42,44.99,Placed,Cybage,Mass,Support,5.23
12503526,ECE,8.44,57.05,67.22,1,47.53,47.68,39.27,65.86,Placed,DXC Technology,Mass,Support,6.4
12503699,CSE/IT,7.37,48.46,67.79,4,62.67,40.47,82.09,37.65,Placed,Zensar,Mass,Analyst,5.09
12502561,CSE/IT,7.89,42.11,78.44,0,61.26,33.25,27.64,49.06,Placed,Infosys,Mass,Support,8.68
12500459,CSE/IT,6.53,42.65,83.45,1,60.47,19.88,34.03,73.3,Placed,TCS,Mass,Analyst,9.97
12501928,CSE/IT,8.31,49.0,62.74,0,51.64,28.17,52.76,54.17,Placed,DXC Technology,Mass,Analyst,5.78
12501914,ECE,7.17,53.69,73.37,0,55.46,61.34,54.06,70.73,Placed,HCL,Mass,Analyst,4.77
12502017,CSE/IT,8.06,43.79,67.79,2,59.54,62.63,37.94,50.6,Placed,CGI,Mass,Analyst,6.44
12503881,CSE/IT,6.92,62.49,64.82,1,64.66,55.67,64.52,37.78,Placed,Wipro,Mass,Analyst,4.36
12501847,ECE,8.81,45.5,66.14,0,65.57,25.35,53.07,62.98,Placed,Wipro,Mass,Analyst,6.54
12500491,CSE/IT,6.66,48.3,68.28,1,59.27,37.62,66.89,68.02,Placed,Tech Mahindra,Mass,Analyst,4.45
12503728,CSE/IT,7.19,54.28,60.0,0,57.7,48.83,60.98,64.47,Placed,Reliance Jio,Mass,Support,7.54
12502430,ECE,8.41,41.42,78.89,0,49.45,42.03,46.49,60.03,Placed,Reliance Jio,Mass,Analyst,7.78
12503708,CSE/IT,7.61,62.92,59.69,0,53.34,52.87,44.91,51.81,Placed,Tech Mahindra,Mass,Analyst,8.43
12501747,CSE/IT,6.55,49.15,75.23,0,69.69,56.07,51.82,50.15,Placed,Cybage,Mass,Support,9.4
12502649,CSE/IT,7.45,48.19,77.23,0,38.88,40.63,48.58,50.78,Placed,HCL,Mass,Analyst,7.06
12503700,ECE,8.53,46.71,66.89,4,61.53,53.14,66.35,50.59,Placed,Birlasoft,Mass,Support,9.33
12500153,CSE/IT,8.43,60.31,60.27,1,42.0,45.77,43.39,43.47,Placed,Wipro,Mass,Analyst,3.95
12500020,CSE/IT,7.42,57.06,59.39,0,43.75,74.78,43.39,67.01,Placed,DXC Technology,Mass,Support,6.49
12500036,Mechanical,8.68,50.19,77.25,0,74.7,32.64,63.57,69.79,Placed,HCL,Mass,Support,7.54
12503869,ECE,8.01,65.68,63.97,2,51.98,70.65,43.15,55.59,Placed,HCL,Mass,Support,7.85
12503022,CSE/IT,7.97,59.08,51.63,3,49.05,53.64,52.89,64.2,Placed,Birlasoft,Mass,Support,9.52
12500519,CSE/IT,8.07,50.27,63.39,0,65.31,31.92,45.96,49.78,Placed,Wipro,Mass,Support,6.14
12503902,CSE/IT,7.98,38.49,60.22,0,68.08,40.1,57.04,67.16,Placed,Wipro,Mass,Analyst,6.45
12503464,CSE/IT,7.35,52.44,56.87,1,57.25,52.62,49.17,76.83,Placed,Sopra Steria,Mass,Support,4.16
12501327,CSE/IT,7.51,71.98,57.41,1,54.77,60.04,48.3,38.47,Placed,HCL,Mass,Analyst,4.04
12503374,CSE/IT,8.69,43.81,54.78,0,63.91,48.78,56.66,52.16,Placed,Tech Mahindra,Mass,Support,7.59
12502454,CSE/IT,7.9,38.08,70.89,0,55.5,36.57,34.84,69.41,Placed,Birlasoft,Mass,Support,4.15
12501357,CSE/IT,7.97,56.43,66.31,1,31.92,43.51,43.67,55.06,Placed,CGI,Mass,Support,9.41
12502666,CSE/IT,7.09,58.41,67.37,0,37.97,48.77,34.42,73.05,Placed,Wipro,Mass,Support,8.81
12501813,CSE/IT,7.64,51.24,56.73,0,73.09,32.74,54.07,63.96,Placed,Zensar,Mass,Support,6.91
12501721,ECE,7.67,70.58,60.98,0,62.63,47.99,66.63,47.84,Placed,Sopra Steria,Mass,Support,7.39
12503450,CSE/IT,7.68,62.0,55.12,0,46.49,70.65,54.82,53.3,Placed,CGI,Mass,Support,6.7
12501802,ECE,8.05,62.85,75.16,0,37.91,47.54,60.46,38.19,Placed,TCS,Mass,Support,8.41
12502473,CSE/IT,7.43,34.39,64.89,0,91.0,67.54,52.33,56.12,Placed,Wipro,Mass,Analyst,5.25
12503516,CSE/IT,6.59,66.24,62.41,2,54.37,49.79,67.39,51.39,Placed,Cybage,Mass,Analyst,4.44
12503011,CSE/IT,8.33,51.58,65.24,0,49.55,46.39,49.64,38.97,Placed,Zensar,Mass,Support,9.4
12502999,CSE/IT,7.77,40.99,76.7,1,48.24,48.2,34.3,55.19,Placed,Reliance Jio,Mass,Analyst,7.47
12501653,CSE/IT,7.58,72.74,46.12,0,49.22,51.64,73.6,50.65,Placed,DXC Technology,Mass,Analyst,9.92
12500889,CSE/IT,8.25,56.63,60.77,0,60.73,52.77,47.75,34.65,Placed,DXC Technology,Mass,Analyst,3.74
12502280,CSE/IT,7.87,37.88,58.74,0,54.42,33.4,57.03,85.19,Placed,CGI,Mass,Support,4.29
12500745,CSE/IT,6.26,54.1,79.52,0,26.59,33.26,43.04,80.45,Placed,Infosys,Mass,Support,5.02
12502883,CSE/IT,6.63,65.39,60.87,1,43.6,65.66,40.31,74.96,Placed,TCS,Mass,Support,3.37
12502065,CSE/IT,6.37,67.64,64.2,0,57.3,56.71,61.75,49.94,Placed,Sopra Steria,Mass,Analyst,3.29
12500506,CSE/IT,7.96,35.7,55.8,0,62.79,47.95,59.96,80.81,Placed,Zensar,Mass,Analyst,9.82
12501416,CSE/IT,7.61,56.81,65.99,0,38.1,19.45,50.32,63.57,Placed,Tech Mahindra,Mass,Analyst,7.5
12503646,ECE,7.82,48.34,75.67,3,57.84,56.87,54.34,54.21,Placed,Cybage,Mass,Support,5.79
12500476,CSE/IT,8.28,47.55,62.52,0,57.62,49.51,59.55,39.72,Placed,Tech Mahindra,Mass,Analyst,8.71
12500134,CSE/IT,6.95,54.63,59.2,0,71.23,33.23,48.07,75.06,Placed,Sopra Steria,Mass,Support,5.34
12500023,ECE,7.46,84.87,52.41,1,50.36,26.85,87.41,49.82,Placed,Birlasoft,Mass,Analyst,5.29
12502896,CSE/IT,7.95,40.08,60.65,0,59.81,65.6,48.3,65.69,Placed,TCS,Mass,Support,7.3
12503322,ECE,8.34,46.52,64.36,0,69.22,60.77,47.3,65.16,Placed,Cybage,Mass,Support,3.59
12503997,CSE/IT,6.93,57.27,62.68,0,45.02,45.66,45.32,77.57,Placed,Birlasoft,Mass,Analyst,7.04
12502784,CSE/IT,7.85,43.37,77.98,0,54.57,43.96,46.69,33.71,Placed,TCS,Mass,Support,5.15
12503628,CSE/IT,8.43,54.23,60.28,0,50.16,51.86,43.87,43.57,Placed,Reliance Jio,Mass,Analyst,7.31
12500997,CSE/IT,7.98,61.39,50.52,0,65.33,49.49,52.17,51.54,Placed,Tech Mahindra,Mass,Support,6.92
12502948,CSE/IT,7.52,51.64,61.45,0,46.88,46.18,41.73,74.92,Placed,Tech Mahindra,Mass,Analyst,6.15
12503745,CSE/IT,7.7,46.55,51.45,0,57.61,69.65,60.69,74.23,Placed,CGI,Mass,Support,8.07
12501352,CSE/IT,6.94,34.24,79.47,0,57.54,52.16,37.82,70.51,Placed,Zensar,Mass,Analyst,7.72
12500991,CSE/IT,7.48,48.81,63.16,0,56.96,59.04,49.38,60.24,Placed,Wipro,Mass,Support,3.93
12503132,CSE/IT,7.72,52.47,57.39,1,52.17,38.34,47.9,72.11,Placed,Zensar,Mass,Analyst,5.18
12502665,CSE/IT,7.25,39.31,69.77,1,44.47,47.23,52.59,76.67,Placed,Wipro,Mass,Support,9.08
12502762,CSE/IT,7.66,60.65,59.97,0,52.09,69.62,31.26,54.63,Placed,Sopra Steria,Mass,Analyst,9.92
12503819,CSE/IT,7.35,65.29,70.56,0,46.66,37.97,43.62,36.16,Placed,TCS,Mass,Analyst,7.05
12501853,CSE/IT,7.42,65.78,53.51,0,68.1,31.85,55.0,53.31,Placed,TCS,Mass,Support,8.63
